"filename", "language", "Markdown", "YAML", "Dart", "JSON", "Python", "Groovy", "Properties", "Go", "XML", "Swift", "C++", "Makefile", "Shell Script", "Go Checksum File", "Docker", "SQL", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/authentication/authentication_repository.dart", "Dart", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 127
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/authentication/authentication_wrapper.dart", "Dart", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 67
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/bible_service.dart", "Dart", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 150
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/services/daily_readings_service.dart", "Dart", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 71
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/error_body.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/something_went_wrong.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/terms_and_privacy_policy_text.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/components/unexpected_error.dart", "Dart", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/account_view/account_view.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/dont_have_an_account_text.dart", "Dart", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/email_text_input.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/password_text_input.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/components/sign_in_view_header.dart", "Dart", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"/Users/carltonaikins/Desktop/Home/Programming/projects/elisha/lib/src/ui/views/authentication_views/sign_in_providers_view/sign_in_providers_view.dart", "Dart", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 120
